MaterialName,Category,AdditionalNotes,Quantity,NVL,BEN,PercentComplete,Fixture,AssetNumber,BEN4LPR,CurrentState,IndividuallyAssigned,LamPartNumber,LaptopAssignedBEDShift,LaptopAssignedBENShift,LaptopAssignedFEDShift,LaptopAssignedFENShift,LaptopAssignedMF,LaptopDepartment,RecordIDNumber,SerialNumber
857-A74393-001,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXL",,,,,0,,,Available to Loan,0,,,,,,,,2262,
857-A74395-001,Other (Please describe),"WATERLINE KIT,RTN,LINE VXL",,,,,0,,,Available to Loan,0,,,,,,,,2263,
857-A74396-001 ,Other (Please describe),"WATERLINE KIT,SPLY,RDC,VXL,VERSA",,,,,0,,,Available to Loan,0,,,,,,,,2258,
857-A74397-001 ,Other (Please describe),"WQTERLINE KIT,SPLY,VXL,STRATA HX",,,,,0,,,Available to Loan,0,,,,,,,,2252,
857-A74399-001 ,Other (Please describe),"WATERLINE KIT,RTN,RDC,VXL,VERSA",,,,,0,,,Available to Loan,0,,,,,,,,2259,
857-A74400-001 ,Other (Please describe),"WATERLINE KIT,RTN,VXL,STRATA HX",,,,,0,,,Available to Loan,0,,,,,,,,2253,
857-A74401-001 ,Other (Please describe),"WATERLINE KIT,SPLY,VXL,ALD O",,,,,0,,,Available to Loan,0,,,,,,,,2260,
857-A74402-001 ,Other (Please describe),"WATERLINE KIT,RTN,VXL,ALD O",,,,,0,,,Available to Loan,0,,,,,,,,2261,
857-A74403-001 ,Other (Please describe),"WATERLINE KIT,SPLY,VXL,CLR",,,,,0,,,Available to Loan,0,,,,,,,,2268,
857-A74404-001 ,Other (Please describe),"WATERLINE KIT,RTN,VXL,CLR",,,,,0,,,Available to Loan,0,,,,,,,,2269,
857-A74405-001 ,Other (Please describe),"WATERLINE KIT,SPLY,VXL,MD EMMA",,,,,0,,,Available to Loan,0,,,,,,,,2266,
857-A74406-001 ,Other (Please describe),"WATERLINE KIT,RTN,VXL,MD EMMA",,,,,0,,,Available to Loan,0,,,,,,,,2267,
857-A74407-001 ,Other (Please describe),"WATERLINE KIT,SPLY,VXL,MD G",,,,,0,,,Available to Loan,0,,,,,,,,2280,
857-A74408-001 ,Other (Please describe),"WATERLINE KIT,RTN,VXL,MD G",,,,,0,,,Available to Loan,0,,,,,,,,2281,
857-A74409-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,SOLA",,,,,0,,,Available to Loan,0,,,,,,,,2254,
857-A74410-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,SOLA",,,,,0,,,Available to Loan,0,,,,,,,,2255,
857-A74411-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,SOLA XL1",,,,,0,,,Available to Loan,0,,,,,,,,2270,
857-A74412-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,SOLA XL1",,,,,0,,,Available to Loan,0,,,,,,,,2271,
857-A74413-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,SOLA XL2",,,,,0,,,Available to Loan,0,,,,,,,,2272,
857-A74414-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,SOLA XL2",,,,,0,,,Available to Loan,0,,,,,,,,2273,
857-A74415-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VECTOR EXPRESS",,,,,0,,,Available to Loan,0,,,,,,,,2274,
857-A74416-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VECTOR EXPRESS",,,,,0,,,Available to Loan,0,,,,,,,,2275,
857-A74417-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXT,MDL",,,,,0,,,Available to Loan,0,,,,,,,,2250,
857-A74418-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VXT,MDL",,,,,0,,,Available to Loan,0,,,,,,,,2251,
857-A74424-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXT, HCE",,,,,0,,,Available to Loan,0,,,,,,,,2256,
857-A74425-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VXT, HCE",,,,,0,,,Available to Loan,0,,,,,,,,2257,
857-A74426-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXT EBR",,,,,0,,,Available to Loan,0,,,,,,,,2278,
857-A74427-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VXT EBR",,,,,0,,,Available to Loan,0,,,,,,,,2279,
857-A74428-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXT- ILDS,NON-ILDS,CORE",,,,,0,,,Available to Loan,0,,,,,,,,2276,
857-A74429-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VXT- ILDS,NON-ILDS,CORE",,,,,0,,,Available to Loan,0,,,,,,,,2277,
857-A74431-001 ,Other (Please describe),"WATERLINE KIT,SPLY,LINE,VXT,STRK OX FE",,,,,0,,,Available to Loan,0,,,,,,,,2264,
857-A74432-001 ,Other (Please describe),"WATERLINE KIT,RTN,LINE,VXT,STRK OX FE",,,,,0,,,Available to Loan,0,,,,,,,,2265,
857-A74723-001,Cables (Provide part number),VXP Specific,10,,,,0,,,Available to Loan,0,VXP Specific,,,,,,,1693,
857-A74725-001,Cables (Provide part number),VXT Specific,2,,,,0,,,Available to Loan,0,VXT Specific,,,,,,,1690,
857-A74729-001,Cables (Provide part number),Power Cable B,12,,,,0,,,Available to Loan,0,Power Cable B,,,,,,,1672,
857-A74756-001,Cables (Provide part number),VDP Power Cable,5,,,,0,,,Available to Loan,0,VDP Power Cable,,,,,,,1684,
857-A74757-001,Cables (Provide part number),VDP Pig Tail,2,,,,0,,,Available to Loan,0,VDP Pig Tail,,,,,,,1687,
857-A74773-001,Cables (Provide part number),Power Cable H - no latch,18,,,,0,,,Available to Loan,0,Power Cable H - no latch,,,,,,,1678,
857-A74776-001,Cables (Provide part number),Power Cable G,4,,,,0,,,Available to Loan,0,Power Cable G,,,,,,,1677,
89K7301,Cables (Provide part number),22AWG Ferrule,161,,,,0,,,Unavailable to Loan,0,MFG# 89K7301,,,,,,,1720,
9 Pin Breakout Cable #2,Cables- Breakout,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,292,
9-Pin Serial Cable,Cables (Provide part number),For Troubleshooting purposes,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1049,
90-Deg Robot Level,Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,1039,
920-009894-007,Other (Please describe),"1/2"" SST Back Ferrule",177,,,,0,,,Available to Loan,0,920-009894-007,,,,,,,1822,
920-009894-009,Other (Please describe),"3/4"" SST Back Ferrule",8,,,,0,,,Available to Loan,0,920-009894-009,,,,,,,1823,
920-009894-011,Other (Please describe),"1"" SST Back Ferrule",86,,,,0,,,Available to Loan,0,920-009894-011,,,,,,,1824,
920-009895-007,Other (Please describe),"1/2"" SST Front Ferrule",219,,,,0,,,Available to Loan,0,920-009895-007,,,,,,,1818,
920-027181-001,Other (Please describe),"FTG, Tube, Adapter, 3/4T x 3/4MNPT",5,,,,0,,,Available to Loan,0,920-027181-001,,,,,,,1790,
920-027843-002,Other (Please describe),"3/8"" Male to 3/8"" Port Connector",20,,,,0,,,Available to Loan,0,920-027843-002,,,,,,,1858,
920-027843-017,Other (Please describe),"3/4"" Male to 3/8"" Port Connector",24,,,,0,,,Available to Loan,0,920-027843-017,,,,,,,1840,
920-027843-019,Other (Please describe),"3/4"" Port Connector to 3/4"" Male",11,,,,0,,,Available to Loan,0,920-027843-019,,,,,,,1836,
920-027978-006,Other (Please describe),"1"" Port Connector to 3/4"" Male",27,,,,0,,,Available to Loan,0,920-027978-006,,,,,,,1829,
920-049417-009,Other (Please describe),"FTG, Adapter, 3/4 Tube to 1-1/16",2,,,,0,,,Available to Loan,0,920-049417-009,,,,,,,1788,
920-060420-001,Other (Please describe),"1/2"" Male to 1/2"" Male Union",17,,,,0,,,Available to Loan,0,920-060420-001,,,,,,,1851,
920-060773-021,Other (Please describe),"Adapter, FRAC Tube 1 to 3/4 NPT",2,,,,0,,,Available to Loan,0,920-060773-021,,,,,,,1758,
920-066387-001,Other (Please describe),"1/2"" VCR x 1/2 SWGLK BLKHD",15,,,,0,,,Available to Loan,0,920-066387-001,,,,,,,1753,
920-068477-002,Other (Please describe),"3/8"" Male to 3/8"" Tube 90 degree Elbow",40,,,,0,,,Available to Loan,0,920-068477-002,,,,,,,1861,
920-091427-011,Other (Please describe),"3/8"" Male to 1/4"" Male",1,,,,0,,,Available to Loan,0,920-091427-011,,,,,,,1871,
920-091427-018,Other (Please describe),"3/4"" Male to 1/4"" Male Union",3,,,,0,,,Available to Loan,0,920-091427-018,,,,,,,1834,
920-091427-019,Other (Please describe),"3/4"" Male to 3/8"" Male Union",15,,,,0,,,Available to Loan,0,920-091427-019,,,,,,,1847,
920-091525-009,Other (Please describe),"3/4"" Male to 3/4"" Male Union",13,,,,0,,,Available to Loan,0,920-091525-009,,,,,,,1846,
920-091525-011,Other (Please describe),"1"" Male to Male Union",6,,,,0,,,Available to Loan,0,920-091525-011,,,,,,,1830,
920-092060-009,Other (Please describe),"3/4"" Male, 90 degree Elbow",3,,,,0,,,Available to Loan,0,920-092060-009,,,,,,,1869,
920-092071-010,Other (Please describe),"1/4"" Male to 1/4"" Port Connector",13,,,,0,,,Available to Loan,0,920-092071-010,,,,,,,1864,
920-092071-012,Other (Please describe),"1/4"" Male to 3/8"" Port Connector",2,,,,0,,,Available to Loan,0,920-092071-012,,,,,,,1863,
920-092071-023,Other (Please describe),"1/2"" Male to 1/4"" Port Connector",12,,,,0,,,Available to Loan,0,920-092071-023,,,,,,,1850,
920-092071-025,Other (Please describe),"1/2"" Male to 1/2"" Port Connector",11,,,,0,,,Available to Loan,0,920-092071-025,,,,,,,1853,
920-092945-006,Other (Please describe),"FTG, CAP 3/8""",4,,,,0,,,Available to Loan,0,920-092945-006,,,,,,,1801,
920-093046-001,Other (Please describe),"1/4"" Male to 1/4"" Male Union",12,,,,0,,,Available to Loan,0,920-093046-001,,,,,,,1862,
920-126052-009,Other (Please describe),"3/4"" Male to Male 45 degree Elbow",7,,,,0,,,Unavailable to Loan,0,920-126052-009,,,,,,,1874,
920-132402-001,Other (Please describe),"1"" Port Connector to 1/2"" Male",11,,,,0,,,Available to Loan,0,920-132402-001,,,,,,,1837,
920-172013-001,Other (Please describe),"1"" Male to 3/4"" Port Connector",12,,,,0,,,Available to Loan,0,920-172013-001,,,,,,,1827,
920-181210-001,Other (Please describe),"FTG, MGFS, 1/4"" FVCR Cap w/lanyard",64,,,,0,,,Available to Loan,0,920-181210-001,,,,,,,1743,
920-198385-001,Other (Please describe),"SMC 1/4"" Union",47,,,,0,,,Available to Loan,0,,,,,,,,2055,
920-213958-01,Other (Please describe),(DT-E Only) RF Filter Box Cooling Line,9,,,,0,,,Available to Loan,0,,,,,,,,2116,
920-261992-011,Other (Please describe),"SMC Reducing Union 1/4"" to 3/8""",18,,,,0,,,Available to Loan,0,,,,,,,,2057,
920-266835-001,Other (Please describe),"3/4"" Male to 1/2"" Male Union",12,,,,0,,,Available to Loan,0,920-266835-001,,,,,,,1839,
920-301669-001,Other (Please describe),"FTG, Tube, Conn, 3/8 OD x 1"" MNPT",0,,,,0,,,Unavailable to Loan,0,920-301669-001,,,,,,,1785,
920-311880-001,Other (Please describe),"1"" Male to 1/4"" Male Union",6,,,,0,,,Available to Loan,0,920-311880-001,,,,,,,1828,
920-334855-001,Other (Please describe),"Male Elbow, 3/4"" Tube OD x 3/4"" Male Iso",0,,,,0,,,Unavailable to Loan,0,920-334855-001,,,,,,,1761,
920-491905-007,Other (Please describe),"1/2"" Port Connector to 3/8"" Port Connector",8,,,,0,,,Available to Loan,0,920-491905-007,,,,,,,1854,
920-A04056-001,Other (Please describe),"1/4"" Fitting, Reducer, 8mm",9,,,,0,,,Available to Loan,0,,,,,,,,2188,
920-A59488-001,Other (Please describe),"1"" Port Connector to 1/4"" Male",4,,,,0,,,Available to Loan,0,920-A59488-001,,,,,,,1838,
920-A82425-001,Other (Please describe),"1"" Male to 1/2"" Port Connector",2,,,,0,,,Available to Loan,0,,,,,,,,1825,
921-001864-008,Other (Please describe),"1/2"" NPT Plug",6,,,,0,,,Available to Loan,0,921-001864-008,,,,,,,1774,
921-005477-036,Other (Please describe),"FTG, Conn, M, 3/4 NPTX 1 T, SST",14,,,,0,,,Available to Loan,0,921-005477-036,,,,,,,1772,
921-009926-023,Other (Please describe),"3/4"" Tube, Elbow x 1/2"" MNPT",3,,,,0,,,Available to Loan,0,921-009926-023,,,,,,,1783,
921-009926-026,Other (Please describe),"1/2"" Male to 3/4"" Male (NPT) 90 degree Elbow",5,,,,0,,,Available to Loan,0,921-009926-026,,,,,,,1789,
921-071287-001,Other (Please describe),"3/4"" Male 90 degree Elbow",6,,,,0,,,Available to Loan,0,921-071287-001,,,,,,,1793,
921-092128-007,Other (Please describe),"1/2"" Plug",45,,,,0,,,Available to Loan,0,921-092128-007,,,,,,,1797,
921-092961-001,Other (Please describe),"Conn, 3/4 Tube x 3/4 MNPT",21,,,,0,,,Available to Loan,0,921-092961-001,,,,,,,1779,
921-094857-004,Other (Please describe),"1/4"" Plug",482,,,,0,,,Available to Loan,0,921-094857-004,,,,,,,1795,
921-09926-026,Other (Please describe),"1"" Male to 3/4"" (NPT) 90 degree Elbow",6,,,,0,,,Available to Loan,0,921-09926-026,,,,,,,1776,
921-901020-0012,Other (Please describe),"1"" Tube OD x 1"" Male ISO Parallel Thread",5,,,,0,,,Available to Loan,0,921-901020-0012,,,,,,,1769,
921-A12882-012,Other (Please describe),"SS, Pipe FTG, HEX, RDCR, 1"" to 3/4"" Male",5,,,,0,,,Available to Loan,0,921-A12882-012,,,,,,,1765,
931205-8,Other (Please describe),"FTG, Union Tee, 5/8T, SST",3,,,,0,,,Available to Loan,0,931205-8,,,,,,,1873,
931225-6,Other (Please describe),"FTG, Female Branch Tee, 3/8T x 1/2 NPT",8,,,,0,,,Available to Loan,0,931225-6,,,,,,,1762,
950-291645-001,Other (Please describe),"Transfer Plate, Clearance",2,,,,0,,,Available to Loan,0,,,,,,,,2156,
96K9697,Cables (Provide part number),4AWG Ferrule 96K9697,75,,,,0,,,Unavailable to Loan,0,MFG# 96K9697,,,,,,,1716,
96K9701,Cables (Provide part number),12AWG Ferrule 96K9701,169,,,,0,,,Unavailable to Loan,0,MFG# 96K9701,,,,,,,1718,
96K9709,Cables (Provide part number),20AWG Ferrule,81,,,,0,,,Unavailable to Loan,0,MFG# 96K9709,,,,,,,1721,
97K7075,Cables (Provide part number),18AWG Ferrule,79,,,,0,,,Unavailable to Loan,0,MFG# 97K7075,,,,,,,1713,
97K7078,Cables (Provide part number),14AWG Ferrule,182,,,,0,,,Unavailable to Loan,0,MFG# 97K7078,,,,,,,1715,
97K9702,Cables (Provide part number),12AWG Ferrule 97K9702,265,,,,0,,,Unavailable to Loan,0,MFG# 97K9702,,,,,,,1714,
A201142,SWIC-Supported GIS Laptop,"T440
",0,,,,0,A201142,,Retired/Out of Service,0,,,,,,,DOS,1003,
A201474,SWIC-Supported GIS Laptop,T440,0,,,,0,A201474,,Unavailable to Loan,1,,,,,,Brett Irwin <60538994.cupz>,Final Test,505,
A201562,SWIC-Supported GIS Laptop,in GIS - Old GIS loaner laptop no 2019 cert,0,,,,0,A201562,,In GIS for Repair,0,,,,,,,,955,
A201582,SWIC-Supported GIS Laptop,T460,0,,,,0,A201582,,Unavailable to Loan,1,,James Kubess <60341815.bap2>,,,,,Assembly,459,
A201601,SWIC-Supported GIS Laptop,,1,,,,0,A201601,,Cleanroom Item,0,,,,,,,Assembly,1652,
A201628,SWIC-Supported GIS Laptop,"T440
e-cycled",0,,,,0,A201628,,Retired/Out of Service,0,,,,,,,Final Test,800,
A201735,SWIC-Supported GIS Laptop,T440,0,,,,0,A201735,,Missing/Lost,0,,,,,,,Final Test,507,
A201807,SWIC-Supported GIS Laptop,"T440
Formally 07N",0,,,,0,A201807,,Retired/Out of Service,0,,,,,,,Final Test,508,
A201813,SWIC-Supported GIS Laptop,T440,0,,,,0,A201813,,Retired/Out of Service,0,,,,,,,Final Test,511,
A201816,SWIC-Supported GIS Laptop,T440,0,,,,0,A201816,,Retired/Out of Service,0,,,,,,,Final Test,513,
A201817,SWIC-Supported GIS Laptop,T450,0,,,,0,A201817,,Unavailable to Loan,1,,,,,,Deanna Bauer <60554720.245i>,Final Test,514,
A201882,SWIC-Supported GIS Laptop,"T440
Formally 35N",0,,,,0,A201882,,Retired/Out of Service,0,,,,,,,Final Test,388,
A202249,SWIC-Supported GIS Laptop,"T440
",0,,,,0,A202249,,Retired/Out of Service,0,,,,,,,Final Test,519,
A202263,SWIC-Supported GIS Laptop,T440 Retired 7/25/2021,0,,,,0,A202263,,Retired/Out of Service,0,,,,,,,Final Test,521,
A202264,SWIC-Supported GIS Laptop,T440,0,,,,0,A202264,,Missing/Lost,0,,,,,,,Final Test,390,
A202265,SWIC-Supported GIS Laptop,"T440

",0,,,,0,A202265,,In GIS for Repair,0,,,,Kyle Peterson <62202450.d92b>,,,Assembly,992,
A202273,SWIC-Supported GIS Laptop,"T440
DEAD and OOW",0,,,,0,A202273,,Retired/Out of Service,0,,,,,,,Final Test,394,
A202526,SWIC-Supported GIS Laptop,,1,,,,0,A202526,,Cleanroom Item,0,,,,,,,Assembly,1649,
A202528,SWIC-Supported GIS Laptop,T440,0,,,,0,A202528,,Missing/Lost,0,,,,,,,Final Test,399,
A202529,SWIC-Supported GIS Laptop,"T440
Formally 49N",0,,,,0,A202529,,Retired/Out of Service,0,,,,,,,Final Test,400,
A202530,SWIC-Supported GIS Laptop,T440,0,,,,0,A202530,,In GIS for Repair,0,,,,,,,Final Test,401,
A202568,SWIC-Supported GIS Laptop,"T440

Retired ",0,,,,0,A202568,,Retired/Out of Service,0,,,,,,,Assembly,1198,
A202936,SWIC-Supported GIS Laptop,T440,0,,,,0,A202936,,Retired/Out of Service,0,,,,,,,DOS,1130,
A203714,SWIC-Supported GIS Laptop,T450,0,,,,0,A203714,,Unavailable to Loan,1,,,,,,,Final Test,531,
A204208,SWIC-Supported GIS Laptop,,1,,,,0,A204208,,Cleanroom Item,0,,,,,,,Final Test,1643,
A204211,SWIC-Supported GIS Laptop,T450,0,,,,0,A204211,,Unavailable to Loan,1,,,Michael Tuller <58269546.b28z>,,,,Final Test,535,
A204230,SWIC-Supported GIS Laptop,T450,1,,,,0,A204230,,Available to Loan,1,,,,,,,,1477,
A204243,SWIC-Supported GIS Laptop,"T460
Loaned to Gosal Pheng for training (2 weeks)",0,,,,0,A204243,,Unavailable to Loan,1,,,,,,Gosall Pheng <61864573.dg9j>,Final Test,537,
A204261,SWIC-Supported GIS Laptop,"T450S Pre-Ship
",0,,,,0,A204261,,Unavailable to Loan,1,,Miranda Coleman <61917495.dqfq>,,,,,Assembly,1219,
A204266,SWIC-Supported GIS Laptop,,0,,,,0,A204266,,Unavailable to Loan,1,,,,,,Brandon Bailey <59829716.cgyn>,,1597,T450s
A204267,SWIC-Supported GIS Laptop,,1,,,,0,A204267,,Cleanroom Item,0,,,,,,,Final Test,1642,
A204272,SWIC-Supported GIS Laptop,,1,,,,0,A204272,,Cleanroom Item,0,,,,,,,Final Test,1646,
A204429,SWIC-Supported GIS Laptop,"T450 Formally 16D
Retired 8-20-2021",0,,,,0,A204429,,Retired/Out of Service,0,,,,,,,Final Test,405,
A204430,SWIC-Supported GIS Laptop,"T450

Doesn't charge ",0,,,,0,A204430,,In GIS for Repair,0,,,,,,,Final Test,539,
A204431,SWIC-Supported GIS Laptop,,1,,,,0,A204431,,Cleanroom Item,0,,,,,,,Assembly,1650,
A204438,SWIC-Supported GIS Laptop,T450,0,,,,0,A204438,,Unavailable to Loan,1,,,,,Steven Dorsey <60340227.dma9>,,Engineering,545,
A204439,SWIC-Supported GIS Laptop,T450,1,,,,0,A204439,,Available to Loan,1,,,,,,,Final Test,546,
A204440,SWIC-Supported GIS Laptop,T450,0,,,,0,A204440,,In GIS for Repair,1,,,,,,,Final Test,547,
A204441,SWIC-Supported GIS Laptop,T450,0,,,,0,A204441,,Missing/Lost,0,,Austin Grosso <62239380.72ue>,,,,,Final Test,548,
A204442,SWIC-Supported GIS Laptop,T450,0,,,,0,A204442,,Missing/Lost,0,,,,,,,Final Test,549,
A204443,SWIC-Supported GIS Laptop,T450,0,,,,0,A204443,,Unavailable to Loan,1,,Chinh Chien Vu <60555908.626v>,,,,,Final Test,550,
A204526,SWIC-Supported GIS Laptop,"T460

",0,,,,0,A204526,,Unavailable to Loan,1,,,,,,,,957,pc0fe5v2
A204844,SWIC-Supported GIS Laptop,,0,,,,0,A204844,,Unavailable to Loan,1,,,,,,,Final Test,1012,
A204902,SWIC-Supported GIS Laptop,"T460

Lent to Dylon",0,,,,0,A204902,,On Loan Offsite,0,,,,,,,Assembly,487,
A204903,SWIC-Supported GIS Laptop,T460,0,,,,0,A204903,,Unavailable to Loan,1,,William D'Aran <58851930.n2bx>,,,,,Final Test,1218,PCOFE5V3 
A204904,SWIC-Supported GIS Laptop,"T460
BlueScreen. 
",0,,,,0,A204904,,In GIS for Repair,0,,,,,,,Assembly,896,PC0FE5U0
A204908,SWIC-Supported GIS Laptop,T460,0,,,,0,A204908,,Retired/Out of Service,0,,,,,,,Final Test,1326,PC0FE5ST
A204909,SWIC-Supported GIS Laptop,"T460
Assigned to Anh Tran from BED ",0,,,,0,A204909,,In GIS for Repair,0,,,,Emalee Denhem <62225064.beju>,,,Assembly,1227,pc0fe5t8
A204911,SWIC-Supported GIS Laptop,T460,0,,,,0,A204911,,Unavailable to Loan,1,,,Dylan Wilson <59833611.dny3>,,,,Assembly,467,
A204914,SWIC-Supported GIS Laptop,T460,0,,,,0,A204914,,Unavailable to Loan,1,,Justin Humphreys <60561275.cug7>,,,,,Assembly,457,
A204916,SWIC-Supported GIS Laptop,"T460
",0,,,,0,A204916,,Retired/Out of Service,0,,,,,,,Assembly,898,PC0FE5VA
A204919,SWIC-Supported GIS Laptop,T460,1,,,,0,A204919,,Past Due,0,,,,,,,,1129,
A204980,SWIC-Supported GIS Laptop,T460,0,,,,0,A204980,,Unavailable to Loan,1,,,Cody Brewton <61967285.bsve>,,,,Final Test,668,pc0gdyhk
A204982,SWIC-Supported GIS Laptop,T460,1,,,,0,A204982,,Available to Loan,1,,,,,,,Final Test,553,
A204983,SWIC-Supported GIS Laptop,T460,1,,,,0,A204983,,Available to Loan,1,,,,,,,Final Test,554,
A204990,SWIC-Supported GIS Laptop,T450,0,,,,0,A204990,,Unavailable to Loan,1,,Kevin Hashim <61883192.brh2>,,,,,Final Test,559,
A204994,SWIC-Supported GIS Laptop,T460- GIS sent it for Lenovo service,0,,,,0,A204994,,In GIS for Repair,0,,,,,,,Final Test,562,
A204996,SWIC-Supported GIS Laptop,T460,0,,,,0,A204996,,In GIS for Repair,1,,,,,,,Final Test,564,
A205088,SWIC-Supported GIS Laptop,T460,0,,,,0,A205088,,Unavailable to Loan,1,,,,David Luna <58546726.daay>,,,Final Test,565,
A205090,SWIC-Supported GIS Laptop,T460,0,,,,0,A205090,,Missing/Lost,0,,,,Jeff Burton <60590952.b5pz>,,,Assembly,1286,
A205247,SWIC-Supported GIS Laptop,T460,0,,,,0,A205247,,Unavailable to Loan,1,,Brian Breneman <59153521.byeh>,,,,,Final Test,566,
A205434,SWIC-Supported GIS Laptop,T460,0,,,,0,A205434,,Unavailable to Loan,1,,,,Steven Talarowski <60341865.c38v>,,,Final Test,567,
A205435,SWIC-Supported GIS Laptop,,1,,,,0,A205435,,Cleanroom Item,0,,,,,,,Final Test,1641,
A205459,SWIC-Supported GIS Laptop,"T460

",0,,,,0,A205459,,On Loan Offsite,1,,Steven Chung <59870555.nr9d>,,,,,DOS,1491,PC0JG2SR
A205460,SWIC-Supported GIS Laptop,T460,0,,,,0,A205460,,Unavailable to Loan,1,,,,,Phala Chet <59130675.cnw4>,,Final Test,460,
A205469,SWIC-Supported GIS Laptop,"lent to GIS for them to test USB lockout SW
",0,,,,0,A205469,,On Loan Offsite,0,,,,,,,,924,
A205476,SWIC-Supported GIS Laptop,,0,,,,0,A205476,,In GIS for Repair,0,,,Michael Robertson <61869971.di48>,,,,Assembly,996,
A205478,SWIC-Supported GIS Laptop,T470,0,,,,0,A205478,,Retired/Out of Service,1,,,,,,,Final Test,994,
A205578,SWIC-Supported GIS Laptop,,1,,,,0,A205578,,Cleanroom Item,0,,,,,,,Assembly,1647,
A2055881,SWIC-Supported GIS Laptop,In SWIC  ,0,,,,0,A205881,,Missing/Lost,0,,,Skylar Severson <61931797.c7f9>,,,,Assembly,1334,
A205684,SWIC-Supported GIS Laptop,,1,,,,0,A205684,,Cleanroom Item,0,,,,,,,Final Test,1644,
A205724,SWIC-Supported GIS Laptop,T460,0,,,,0,A205724,,Unavailable to Loan,1,,,,,Travis Morris <60342052.dve6>,,Sabre,579,
A205726,SWIC-Supported GIS Laptop,T460,0,,,,0,A205726,,Unavailable to Loan,1,,,Jaishiv Chand <60354731.jnvs>,,,,Final Test,407,
A205727,SWIC-Supported GIS Laptop,T460(at GIS),0,,,,0,A205727,,In GIS for Repair,0,,,,,,,Final Test,408,
A205732,SWIC-Supported GIS Laptop,T460,0,,,,0,A205732,,Missing/Lost,0,,,,,,,Final Test,410,
